"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
0000d282-50ef-4f0d-a799-1261401351ae,"#N/A",b4a2f7bc-a2c1-4e49-83d7-4be76e07905b,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
00108031-6d84-49ea-818e-2b06aec41212,"#N/A",f45c6de9-03af-4466-b28b-77c0d0c52bc5,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
003c9a13-fd91-49dc-86c8-b6bdd0508721,"#N/A",bf60ded6-ef2d-4c3c-aabe-05d37e8f9074,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
003ddedc-4a30-4106-8cc9-70e988e1c323,"#N/A",7a857a38-d22e-48ef-9f5a-573ccdb91446,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
00525458-7729-45ef-96ff-fde5aaaa1ccc,"#N/A",70b55db9-31e5-45d1-98f2-4055f37c0fb4,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
00627aa9-3714-402a-910a-575624500782,"#N/A",3a853a9c-749d-44dd-8d29-b59e416c9cd1,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
006b434d-14ac-467d-8c50-c7b18265dd92,"#N/A",d3d79ffb-13cf-46e2-aac0-24939e536075,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
006f0649-f692-4245-83fc-92eee2423a44,"#N/A",f4fb202c-282a-4ee9-9780-669a660e2f78,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0076055d-647a-427a-99d6-fe04f8e1d6d8,"#N/A",85c8513a-4865-4b02-b5e4-576ab03adb17,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
007be23a-cdbe-4f46-8c43-6a86ac53d56a,"#N/A",d927bd4c-d7ed-4dc9-a3bf-828cdebce00f,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0087804e-3913-478d-80a3-a4af91228435,"#N/A",73118022-6fdf-4f85-9a13-8061e00329ac,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0093df12-c177-4ccd-a470-7c53dc9168cd,"#N/A",cc3a7926-5c6d-433e-b3cb-4991a392eeae,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
00a2a07f-0597-4d83-ae3a-ec02c9e27ef0,"#N/A",f3e81e2d-2ece-4efc-9f88-9822002df1f1,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
00ceae0a-1571-49d2-9a74-69d6e713e104,"#N/A",b7de9546-a737-4d56-ad8d-8d722d8de519,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
00d985f4-f76b-41d4-8bf2-b04169f0a6f6,"#N/A",34259221-22eb-4e80-ae56-3e140bc6636c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
00e2b4ab-8657-48af-8c8b-6e577141077a,"#N/A",919a5854-1dde-41a5-a9e6-b3f1463188fe,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
00eadaae-f7a0-4c1f-bb70-a50e095c7b2a,"#N/A",dfff693d-502e-418c-947e-8b14fda54816,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
00ebc1a4-b99e-4bae-b1a4-5868e334f744,"#N/A",73118022-6fdf-4f85-9a13-8061e00329ac,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
00f26652-ae59-4fc7-b66f-4291e1b19b2c,"#N/A",e399bd1d-0b8b-4392-8e7c-aad7b8d68e29,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
00f444e2-a8cc-4c5b-9bd0-69e9b55743e6,"#N/A",a2d20943-a1da-4956-b565-c8b535d7c619,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0124abf9-8283-4e15-91d0-821a24684dd6,"#N/A",2ef88725-5395-47b8-9d10-8431739767bd,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0125c0e2-bd5a-4bfc-922c-99aaa9467e51,"#N/A",a6cd3ba8-ab66-4f64-b79f-ae255dea4f62,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01287340-10eb-4da6-a379-36d0661329c9,"#N/A",ace90363-cb84-4d07-a6cc-92182629d229,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0148744c-526c-4d73-9692-8f11a6175cd1,"#N/A",fa3d4758-e7ef-4ba1-8ff5-2770e24f5332,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
016871d1-84b5-405c-b631-5a6f51f14c0d,"#N/A",360bafec-d140-45d5-b04b-eecd5cd05053,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
0186f1ca-23a1-42f5-846c-9208efe097ca,"#N/A",32d250a0-56dd-4c47-9cd6-24e487b0181c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
018d3ebc-c632-4bf9-b2bc-5180efb95670,"#N/A",69a3a859-5491-4c94-8214-553b14325bcf,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0197d16d-ebb6-4ad2-ace6-67a3a643ed91,"#N/A",a591cea9-fed7-436a-8565-b9ca863e7335,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
01afdda0-f5c7-43db-ba2a-8e77405eb83b,"#N/A",0965dcaf-6881-493b-98ab-27dde77a5d09,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
01b39c03-292d-4120-acba-b0aeac54c2cb,"#N/A",d8a2c88f-49da-400a-8fae-6c43d44611e4,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01c3894c-8673-4343-bf76-7b4471883149,"#N/A",647d043c-4ef8-4369-8162-bf8cbee4daa3,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01c3a41c-084d-4fbb-baf1-4bdf908aba35,"#N/A",93d1cea6-c3f7-4f67-99a2-6e3209291245,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
01dc08b5-271d-4913-aef5-f12d19c3495a,"#N/A",c6110a44-3bf3-45fc-9499-797aa9143cee,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01e2a53e-e8b0-45c5-8615-c6c5e36475b2,"#N/A",d31bccd9-915b-41fb-ac56-6460385fcedd,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
01edbea8-386c-4dbc-9918-41c5775e9a65,"#N/A",15720379-0741-45d3-8603-09708af5c16e,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01fd24dd-7f23-4e4c-a239-54287e746bbf,"#N/A",adffb2f4-00a0-4a94-89a8-17475ea9180c,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01ff6be0-5d37-4d65-919d-cc38b1a0ffff,"#N/A",9b1ebdff-3190-4e1f-b887-601a35c63a68,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0216f3d9-bf8e-4f07-9b30-b15a1a9d22fe,"#N/A",02f953df-4ead-4682-bc66-70843d1991ff,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02332014-cd6e-4ec9-93cb-361e1eabd6cd,"#N/A",aa53a9fe-a3b0-46e5-ac0b-abca5a3059c9,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
023ff930-a837-4ae5-bfeb-88002a08d020,"#N/A",02f953df-4ead-4682-bc66-70843d1991ff,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0254437f-1b6c-45b9-9edc-ea5dc0c66f28,"#N/A",7e5eb3d4-1cf5-42b4-a612-e69e38fd672a,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
025a4716-0b45-4bd2-a65a-bcb81a704817,"#N/A",28a67073-a099-4ce4-bb76-a060da29bf86,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0262594c-9543-4ad4-8455-02bb5667844a,"#N/A",d2787dc9-fbbb-4350-96cc-4e66e24b0873,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0265c35c-da03-4786-a743-a468713cb033,"#N/A",a1329dff-3ace-4073-a31b-ec93b004f600,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
026ddd16-9bae-4969-92a1-e5d669c4ef14,"#N/A",52344186-a030-48bb-a22e-410f73a78358,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
027219b9-1f1f-470f-ae44-0778070d3094,"#N/A",cc5ce1e4-5722-4dc2-af88-625e7dc74a21,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02848c51-35a8-49d7-bddf-090ce7b4904e,"#N/A",d63afb12-b02f-413d-8af7-08d90647ac5d,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02852eaf-facf-44ee-aa66-b1237caa2930,"#N/A",04fdbb57-8e29-4ca8-91e6-5ad4ea027724,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",9000.0,900.0,"#N/A"
02889f9f-4620-4530-8aaf-32b403cd2dae,"#N/A",8414489c-6d69-490f-9f5b-2d92c495e91b,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
02972d07-3d24-48f9-ac9c-0a278877714b,"#N/A",758aba69-bf2a-4639-abff-8a81129d84ac,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0298a39b-560c-42aa-af42-f69c1c47cbb4,"#N/A",7eea0a5c-d67e-4e2f-9e2b-154bfd05a906,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
02aa651c-e004-43a6-9742-b5c663b21138,"#N/A",61bcaaef-b7c7-4c7e-961e-c066d73fa250,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02e14cd6-107f-4449-9b30-88211ccacd3d,"#N/A",d0b33e05-b27e-4c8d-901f-9c7fe3e929ba,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
02f5c424-d627-404d-9fa3-b99c4ebfb627,"#N/A",d9583018-3b16-415e-955e-f5127d8e1d23,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
02f5d015-ff20-40d5-9b4b-f34cf862b416,"#N/A",0e563735-3034-4859-8a0e-1fa3a2840b2b,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03076d1e-a5b6-47d2-bb58-ad4a5db84589,"#N/A",beac5349-f99b-46c6-b8b3-b5806c237c65,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0314dc85-7e32-47a4-83f9-ad540a7eef4a,"#N/A",23735a3c-3499-4766-90a4-9fe697babdfd,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
031a1869-b11a-41cd-9982-3e7ac1d5ffa9,"#N/A",2d1b9f6a-ef5e-4a47-bc37-5e19b93a0972,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
03319a36-35e2-4300-9408-eb0fb19aaad1,"#N/A",c4024c02-0d17-418d-ab6a-f44905be6681,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03350268-4c78-49bc-93f7-a73bf3f073f2,"#N/A",5f51d46e-9c29-408b-8f60-e7ebaff6568d,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03368fbc-0e79-4f3c-b69b-4848fb618b2a,"#N/A",ac2da3ef-a847-42e0-bbdf-0c59c91d654e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
034c045a-ec9b-4174-92cf-86cbb6c9a6ad,"#N/A",d6a71bb8-28ea-4be3-a4c5-ef69d487e9fa,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0359262d-5c5a-42f9-a6e2-56ec0bb05957,"#N/A",911cee6c-f985-4a27-b271-248bcc4698ff,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
036c2538-0d00-43ed-a2dd-ba9ce5138eec,"#N/A",f6e7dc36-5f86-4f60-8101-d32fbc5fdc65,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
036c3371-62e8-48c4-bc44-b15a98a467dd,"#N/A",6da3a516-773f-425a-8e3d-411996e90726,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
036f7738-8c4d-4777-aefa-01cd96e41d9f,"#N/A",790eaf57-301e-4839-bfac-eb92d4e8e585,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
