"Guid","IsActive","Pricebook2Id","Product2Id","UnitPrice","UseStandardPrice"
0d8b86ea-c61e-4184-9554-71c496b14be7,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,5b7aa557-a3dc-4af2-96e9-373989293bfc,7500.0,false
0fd59a29-1edb-4a7a-9722-a43c90280a4e,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,7a44f5e7-78c6-4538-9a7e-de76a2d796f6,39.35,false
11039b6e-d7ac-4479-84db-b621afd29478,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,de6f7dcc-6add-448e-94f1-4e06a073d442,39.35,false
12375116-d380-4674-8ce3-07fb5e60265f,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,e10825ed-122e-4714-90a4-7e40312bc2ef,121.42,false
1970ee83-1e80-476f-8f5a-1640e2d24c1d,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,2185fadc-4a63-4b85-b5ad-02c78423bb17,5000.0,false
19f81210-5cbb-42d3-92f4-a46385d138f1,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,3b4244c2-8434-46aa-aecb-6ab213f326f5,14.99,false
1ac527e1-4e3a-4040-af11-55bb666327ec,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,3b0a2fba-bf95-4cb3-a7a1-d11388cd1f43,33.45,false
1d73380b-a974-4e00-983b-7c74f11dd469,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,8c91913e-63ed-4a2c-b202-bf9abc69b762,33.45,false
2a880c62-40f9-4444-8dad-742297afe721,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,00ee814e-ab53-4b4f-836c-94179c3f7a70,354.99,false
2ded62f6-9039-4835-98f0-5acb18e2d845,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,04209735-534f-40a1-9eb8-937f8fd30dcb,2000.0,false
2fdb2bcc-6d3a-41aa-a7cc-c72671eee30a,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,1b0c1594-f4ed-4cf5-aa19-3e805b5a99a3,25000.0,false
33faeb1b-9d74-490e-a0e2-cc8a7c908766,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,5327c21b-5ea6-4281-b667-193971b11907,700.0,false
393f2e3a-1e30-4e3e-9800-8ceaa86b7592,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,2ef98fa6-17f6-4825-87fb-82a9a9fb5bb6,33.45,false
39b409fb-8cab-49a9-97a2-e5f39e4d6d7a,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,f5a5dd93-6889-4586-9135-0dc005f5ee10,875.0,false
3b10b131-70ce-499c-bf39-0f78ee4affb2,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,549bbd76-a43f-4760-8646-32cbe11b485f,12.74,false
3becadfc-2514-44ad-8e87-ac4c49749414,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,4bc7d87a-f96a-4589-9aed-12d6e3f6de26,0.0,false
40ba7a68-b0c4-4ea1-ad09-e1deb44ee4d9,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,86d00019-4c0d-45a3-8a05-fc33aba9da48,150.0,false
41a1fede-443a-4cee-a72f-1502dc719711,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,a566bac5-5682-4650-9a34-fa9c9bda05ad,750.0,false
426228c5-9b8e-487c-86b9-cdde2ff297ed,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,54b45608-a2a0-44ce-b5c1-1ba5d0a473c4,12.74,false
4864d364-7396-432f-8b68-e47412787d13,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,94eefa7d-74cd-46df-925e-43d4dbb88207,39.35,false
50962994-600f-48d0-a60d-1c1f6aa9859b,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,5f47c8bd-de4d-4720-95b2-07e50ac2b00b,1288.0,false
51b8e80c-d384-444e-a19b-98d6e64c971d,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,ed0749e7-d93b-49dc-ac3a-59c0b466bfab,14.99,false
52933c58-3fc9-4378-b424-bf80489c2648,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,039137d3-0fab-422c-9f9a-e1389dc8a68a,33.45,false
5970841f-2cc5-40c1-ade3-2d8c7bbc9bee,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,20227012-8b76-4919-a357-3600dced777a,103.21,false
5c775019-32a1-4ed3-b303-55f0cc674b73,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,e9eaaa7e-6190-4cd1-9d28-a96f46bb83a9,14.99,false
5fe3fba4-5d13-4b75-8151-0337a06242be,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,030ce69b-8160-4787-9a33-eb33404a5f16,3189.0,false
6133fcbe-2e62-4f9a-9749-c9e96fcf562d,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,41b340a9-1fff-4169-93ac-69bfcefb2288,450.0,false
651490c0-b230-47d6-a871-e2b9f875df57,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,dd7039f3-4612-4b49-b4f0-f1983573313d,225.0,false
67673f33-8220-4249-b47b-1ffb9203b928,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,d11a40ca-26e4-41e1-b51d-e520d3f342f9,249.0,false
69c8e38d-b4cd-4fcc-ae6e-1f9cceb2ddbc,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,d12e990f-6eea-4e13-9e5b-899256bfc86d,0.0,false
6b174f2a-99c6-4fa1-89d5-9ce9137feff0,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,a5a30da0-7514-4607-92d7-9c88bde2292e,39.35,false
6cce0a07-6769-415b-9bde-672f90017fa1,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,7a014183-dd11-43b2-b007-3ab55689d19f,300.0,false
6d87fea4-d26f-4c2e-ade1-80197e8c8878,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,084166b8-27f8-4be0-a013-5c550a484943,900.0,false
75050b6d-7158-4beb-9818-83fc2fc80e99,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,096a503a-626a-4c55-b53a-2dad3acbde92,799.0,false
7580defc-6c25-4c9e-a7aa-d303567a7bbe,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,55527427-e47b-408a-b7c4-7ec39f4ccaa3,819.0,false
7933d9b0-ff03-496b-8ca3-708f024f2ba7,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,68b038a4-b432-4c0d-9018-3ac5da9df8d6,12.74,false
7c014d60-5a21-47f3-9d7f-32270c93704c,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,a4fb7e37-2656-4057-bc04-73ec798970b8,33.45,false
7fb9b73a-aef1-4163-b35b-49bbb1ba62e2,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,d80fd7f5-c8af-4c84-9713-68698b233fc0,499.0,false
823b0a18-f4af-47a8-86ae-62381db7128b,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,68063cab-0162-422f-9d62-3b512adaf838,39.35,false
824441c3-0820-4ac1-b0ef-c14193f52df6,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,538c64bf-2f3c-40e5-88fa-9ad6f97d30de,800.0,false
8648d588-fff1-4f2d-b16d-ce79c2d35e88,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,4d63536c-5dd7-4aba-a324-0a724c413543,33.45,false
8afe22b3-c129-4674-b5ec-3e62b6065578,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,35f880c0-452d-4d86-840b-f2361aa9dbe7,39.35,false
8d5d3523-10f5-4c4c-9b1e-ed0285c5d735,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,1bc3a22c-118d-4ec7-a846-65a243dda49c,14.99,false
8f9d856d-ca97-496d-b828-d9eabf9d2701,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,f2f1369e-47d4-4c77-b723-8640a9023114,50.0,false
8fcd9762-ac34-4d65-b4f0-f2d9228aabb9,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,e1419925-1ca2-4839-8d85-2d8d4686e009,2500.0,false
a2181430-2fe5-4948-848d-d369299760ba,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,f83db262-59d5-4200-bcc2-deca818db476,5000.0,false
a71b1ffb-15cc-4f92-8571-08fc588dcd24,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,4b3a132c-ba96-469b-9096-a7a5212fbca4,39.35,false
ae4ba752-84af-479f-9be5-9585e12eab58,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,9393f1f9-3e7f-489f-8da7-6485a25312a3,39.35,false
b008c1ec-1416-440e-9fcf-de7723fbdd68,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,f9c320ae-3b32-4b60-a2d6-fb6cc7fd6c30,580.0,false
b2b0398a-89e6-49ee-911a-4ced177d6ea6,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,f8b7262a-c1dc-46ee-96ee-d6c96153c20e,12.74,false
b3fec0b6-5730-4a34-b6d4-6ecdd42b6047,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,92a73d23-9d76-49ec-9d89-dac7b600d770,12.74,false
b8a5248d-6b98-4fc4-b00b-398bb6f05775,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,7a726db4-30af-4f97-9375-418552312f1e,400.0,false
bd2bac37-3b5c-443e-810e-2a931d58ff3f,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,ca35a3ed-aa8d-4089-8375-fc492eebdbaa,449.0,false
c0d22f6a-d11a-4bfb-acd3-047857f70d6e,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,800.0,false
c2e23ce1-723d-43a9-a747-a7200165da5e,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,68296a78-1b1f-402a-8d85-aa17cb207c60,500.0,false
c55ca2c8-e9f8-4c21-ba73-12ceafcc0210,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,30270b10-0497-45a2-b0a1-79c22894c0de,500.0,false
c71bb044-4252-4387-8837-37eacda5aba9,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,90a7f27f-3d92-4a95-a7ca-a7c5c095ffd5,33.45,false
ca44d4bc-cc08-454e-935c-aff8b9f30fde,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,5ef334d8-944b-4b5c-89da-e346211e1fce,14.99,false
cabed789-ac58-4301-bc87-a99288566e43,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,c8ade4c3-5a07-4143-b387-327939d3ba31,1100.0,false
d1b90c00-ff0b-4fe4-976d-2389b608c075,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,8c0c57d9-b8b3-41f0-bc7c-2965cf7165ab,33.45,false
d4383eb1-dac6-41c1-b876-62d055676fe3,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,208eac84-bd26-4699-a546-e772ce322156,89.96,false
d810b314-5ccc-4beb-b024-b7b30f030573,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,75b34646-1d7d-420a-bc7d-979dc6febfb4,1000.0,false
d89bb1f2-e36b-4824-a34c-e960156d6738,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,db5d1cd3-31ac-459a-b2cd-cda96c017571,359.99,false
d8ca5d5b-f637-4990-abbd-036ee176fee2,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,43cd48a8-e247-482f-b0c1-b49c3fba167f,75000.0,false
e1d4f6d2-cff2-43b1-bf04-616601bc24f8,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,7696b748-aa03-4b51-a1d5-0cc81923759e,399.0,false
e65e64b9-8108-44c7-b8e0-9f36d6294046,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,af09abfa-ac1b-4b91-97c5-cb120fbcf89c,12.74,false
e7acca2f-3c54-4b05-a212-0e396c286d46,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,7d188217-a0d2-490b-85ce-f52bdf26db91,500.0,false
ecc513bf-451c-4ccf-9002-4ab3e7dabdae,true,05d7fcab-5c52-4191-97cf-7373b91a6ed2,90dc0b6b-1ad6-46f9-be6a-58c235894443,14.99,false
